"id","conference","title","work_type","url","parent_session"
"6665","22","Initiate, Innovate, Collaborate: A New Model for Humanities Computing Teaching and Resource Development","23","http://www2.iath.virginia.edu/ach-allc.99/proceedings/porter.html",""
"6666","22","Text Representation and Textual Models","1","http://www2.iath.virginia.edu/ach-allc.99/proceedings/buzzetti.html",""
"6667","22","English literature, electronic text and computer analysis: An impossible combination?","1","http://www2.iath.virginia.edu/ach-allc.99/proceedings/warwick.html",""
"6668","22","From text analysis to reception analysis: A change of paradigms in Literary Computing ?","1","http://www2.iath.virginia.edu/ach-allc.99/proceedings/meister.html",""
"6670","33","Thematic Analysis of Computer-Readable Texts","15","",""
"6671","33","Computer-Assisted English Composition for Native and Non-Native Speakers","15","",""
"6672","33","WordCruncher","15","",""
"6673","33","The Turing Programming Language","15","",""
"6674","33","Literary ad Mechanical Models","8","",""
"6675","33","On the Way We Think and Write in the Humanities: A Computational Perspective","8","",""
"6676","33","Computational Linguistics 1: Panel on the Use of the Lexicon in Humanistic Research","3","",""
"6677","33","The Greek Index Project: A Relational Database Management System for the Collection of Greek Manuscripts Data","1","",""
"6678","33","Bibliography of Old Spanish Texts: Problems and Solutions in a Relational Data Base of Medieval Manuscripts","1","",""
"6679","33","Discovering Manuscripts by Means of Incipits","1","",""
"6680","33","Developing CAI for Improving Reading Skills in Japanese","1","",""
"6681","33","A CALL System for Reading Comprehension and the Processing of Student Errors","1","",""
"6682","33","The Role of Attributes in a Generative CALL Program","1","",""
"6683","33","Over Thirty Years' Application of the Computer in Archaeology","1","",""
"6684","33","Data Analysis in Archaeology","1","",""
"6685","33","New Designs for Archaeological Reports","1","",""
"6686","33","Metaphorical Understanding in Reader-Text Interaction: A Connectionist (Neural Network) Model","1","",""
"6687","33","Narrative Texts: Structural Analysis and Reader Response","1","",""
"6688","33","Literary Applications of DISCAN: A Content and Discourse Analysis Program","1","",""
"6689","33","Testing Reader Response","1","",""
"6690","33","An Unnatural Language Interface","1","",""
"6691","33","Extensions of a Descriptor-based Tagging System into a Tool for the Generation of Unification-based Grammars","1","",""
"6692","33","Grammar Evaluation in the BBN Spoken Language System","1","",""
"6693","33","The Banking of History: The Medieval and Early Modern Data Bank","1","",""
"6694","33","Building an Interdisciplinary Database: The Example of Women's Studies","1","",""
"6695","33","RLG Looks at Research Information Needs in the Humanities","1","",""
"6696","33","A Study of Gender Bias in the Oxford English Dictionary","1","",""
"6697","33","The Canadian Music Technology Center","1","",""
"6698","33","Integrating Textual and Statistical Methods of Studying Social Networks","1","",""
"6699","33","A Clearinghouse of Information on Teaching Computers and the Humanities Courses","1","",""
"6700","33","A Data Base for Philosophy. Concepts, Methods and Projects","1","",""
"6701","33","CETEDOC","1","",""
"6702","33","Computing in the Humanities in Japan","8","",""
"6703","33","[Unknown Title]","8","",""
"6704","33","The Implementation and Applications of an Italian Parser","1","",""
"6705","33","Computing in the Humanities: Is it a Discipline?","1","",""
"6706","33","Very Large Linguistic Databases: The problem of the reusability of lexical resources","8","",""
"6707","33","Data Banks in the Humanities: Past, Present, and Future","8","",""
"6708","33","OTSS: The Oxford Text Searching System","1","",""
"6709","33","Literary Analysis with Computers: An English Elective at Georgetown University","1","",""
"6710","33","The Scholar's Workdesk: A STRIDER Case Study","1","",""
"6711","33","YOUPIE: A Parameter-based Learning Model for Metrical Phonology","1","",""
"6712","33","Critique as a Teaching Tool for Writing Classes","1","",""
"6713","33","Modeling Psychological Semantics: a Definitional Approach","1","",""
"6714","33","Roundtable on Computers in Humanities Research Projects","3","",""
"6715","33","OCP and Oscar Wilde's Dramatic Vocabulary","1","",""
"6716","33","Aspects of Milton's Language: An SPSS-based Study","1","",""
"6717","33","A Computer-Assisted Study of Sound and Rhythm in Twentieth Century German Literary Prose","1","",""
"6718","33","Crookback Dick and Prince Hal: An Analysis of Shakespearean Idiolect","1","",""
"6719","33","Creation and Use of a Complex SGML-Tagged Text: Hayakawa's Synonymy","1","",""
"6720","33","A Milton Database: Descriptive Markup, Multiple Manuscript Versions, and the Use of Hypertext","1","",""
"6721","33","A Directed-Graph Data Structure for Text Manipulation","1","",""
"6722","33","Modular Design in a HyperCard: Lessons Learned from the Jude the Obscure Stack Set","1","",""
"6723","33","HyperCard and Teaching: Critical Skills in Fine Art Appreciation","1","",""
"6724","33","Using ""HyperCard"" for Literature Instruction","1","",""
"6725","33","An Interactive Mocr-computer Based System for Vocabulary Study","1","",""
"6726","33","Alternative Approaches to Textbook Designs with Desktop Publishing","1","",""
"6727","33","Interactive Word Recognition","1","",""
"6728","33","The Segmentation of Text into Word Forms","1","",""
"6729","33","Simulating Linguistic Networks with List Processing","1","",""
"6730","33","Archiving Texts: Cui Bono?","1","",""
"6731","33","The Kαi Project","1","",""
"6732","33","UNITE: Philological Editing and Computational Criticism","1","",""
"6733","33","Using Spires for a Literary Text Base","1","",""
"6734","33","Automatic Lemmatization of Classical Armenian Texts","1","",""
"6735","33","Microcomputer Concordancing","1","",""
"6736","33","Computational Linguistics and Humanistic Research","3","",""
"6737","33","Daniel Defoe: An Authorship Attribution Study","1","",""
"6738","33","Frequent Words, Authorship and Characterization in Jacobean Dramas","1","",""
"6739","33","The Shakespeare Authorship Controversy: Testing the Efron/Thisted Method","1","",""
"6741","33","Technology in Teaching","8","",""
"6742","33","The Impact of Computer Technology on Humanities Research and Communication","8","",""
"6743","33","Relationships among Computational Models in Music","1","",""
"6744","33","From Word-Processing to Automatic Knowledge Acquisition: A Pragmatic Application for Computers in Experimental Ethnomusicology","1","",""
"6745","33","Automatic Retrieval and Analysis in Ethnomusicology: Some Relations between Performance, Encoding and Analysis of Traditional Music","1","",""
"6746","33","Encounters with the Past: Computers as Tools in Teaching History as Part of a Liberal Education","1","",""
"6747","33","Pictures and Pedagogy: Teaching Archaeology Using Image Archives on Videodisc","1","",""
"6748","33","Recent Progress in Data Visualisation in Archaeology: Applying Solid Modelling and Animated 3-Dimensional Graphics","1","",""
"6749","33","Valorisation d'une description syntaxique automatique: Analyse de la structure thematique des enonces du discours","1","",""
"6750","33","The Emotional Tone of Foreground Lines of Poetry in Relation to Background Lines","1","",""
"6751","33","About the Statistic Analysis of Co-Occurrences","1","",""
"6752","33","The Concept of a Poetic, Linguistic, and Analytical Index (PLAI)","1","",""
"6753","33","An Archive of Modern Hispanic Texts: A Quixotic Venture?","1","",""
"6754","33","The Century of Prose Corpus","1","",""
"6755","33","The BYU German Language Archive","1","",""
"6756","33","Computer Changes at the Dictionary of American Regional English","1","",""
"6757","33","A Lexical Data Base for Spanish for Natural Language Applications","1","",""
"6758","33","Database Design for a Dynamic Dictionary","1","",""
"6759","33","The Latin Sacred Music of William Byrd (1543-1643): A Re-appraisal of The Methodology of Musical Authorship Studies","1","",""
"6760","33","A Tool for the Study of Jazz Idiom","1","",""
"6761","33","Tools for the Musical Programmer?","1","",""
"6762","33","Retrieving Ancient Philosophy","1","",""
"6763","33","Text Searching and the History of Early Modern Philosophy","1","",""
"6764","33","Text Retrieval and Philosophy","1","",""
"6765","33","The Word Processor as a Tool for Comparative Analysis of Multiple Literary Translations","1","",""
"6766","33","Evaluating Gobineau's Classical Vocabulary through Literary Computing","1","",""
"6767","33","The Case of the Canterbury Pilgrims: Sentence Semantics and World View in Frag. I of the Canterbury Tales","1","",""
"6768","33","The Canon of John Lydgate","1","",""
"6769","33","""The Letter was not nice but full of charge"": Toward an Electronic Facsimile of Shakespeare","1","",""
"6770","33","Open- and Closedmindedness of Writers Revealed by Frequences of A/B Word-Production","1","",""
"6771","33","Hardware and Software Add-ons to Teach French Intonation","1","",""
"6772","33","Interactive Audio for Foreign-Language Learning: Rationale, Prospects and Examples","1","",""
"6773","33","Computation of the Lexical Adaptability Factor of a Text","1","",""
"6774","33","Computer-Based Demographic and Historical Research in Quebec over the Last Two Decades","1","",""
"6775","33","Choctaw Land Claims in Mississippi: Management and Analysis of Heterogeneous Data","1","",""
"6776","33","Strikes in Wales and Canada, 1880-1930: A Comparative Database Project","1","",""
"6777","33","A Panel on OCR Getting it on-line: to scan or not to scan?","3","",""
"6778","33","The Language of Dialogue in Fiction","1","",""
"6779","33","A Computer Model of Narrative Order: London's 'Law of Life'","1","",""
"6780","33","An Artificial Intelligence Approach to Literary Narrative","1","",""
"6781","33","Panel on Electronic Archives for the Humanites","3","",""
"6782","33","The Smart Museum","1","",""
"6783","33","Computers and Museums","1","",""
"6784","33","Computers in Exhibitions: Experiences at the Art Gallery of Ontario","1","",""
"6785","33","Que Disent les Tables? Que Disent les Chiffres?","8","",""
"6786","33","Historical Databases","8","",""
"6787","33","Techniques of Textual and Quantitative Analysis in a Corpus-based Sociolinguistic Study of Acadian French","1","",""
"6788","33","SPSS as a Lexicographical Tool","1","",""
"6789","33","Acces a l'information dans une base textuelle: fonctions d'acces et index optimaux","1","",""
"6790","33","Strategies for Building a Large Scholarly Database","1","",""
"6791","33","Amphoras: A Database on Ancient Wine Jars","1","",""
"6792","33","Enhanced Retrieval with Classification Modules","1","",""
"6793","33","Literary Text Classification: Content Analysis and the Computer","1","",""
"6794","33","A Database System for the Conceptual Dictionary on MHG Epic Poetry","1","",""
"6795","33","Optimizing Choices in a New Content Analysis Program","1","",""
"6796","33","Vocabulary Categorization according to Processual & Structural Concepts, even in ""Hyles""","1","",""
"6797","33","HIDES: Dialogue at the Interface of Teaching and Research","1","",""
"6798","33","Cases for Justus: Preparing a Case Database for a Hypertext Information Retrieval System","1","",""
"6799","33","Computing in the Humanities at the University of Melbourne","1","",""
"6800","33","Intelligent Support Systems for the Reference Librarian","1","",""
"6801","33","The Acquisition of Knowledge Data for Natural Languages: Word-to-Word Relationships Obtained by Analyzing Data Found in the Asahi Newspaper","1","",""
"6802","33","The Application of the LINGUIST Programming Language to Grammar Construction","1","",""
"6803","33","Aspects of the Implementation of the Meaning-Text Model for English Text Generation","1","",""
"6804","33","Vocabulary Structure in the First-Person Narrative","1","",""
"6805","33","La Problematique des axes de narration dans Le voyeur et La jalousie de Robbe-Grillet et ses rapports avec quelques donnees lexicographiques","1","",""
"6806","33","The Study of Oral Elements in some Modern Quebecois Novels: Some Applications of Text Analysis Software","1","",""
"6807","33","Distributed AI Based Modelling of the Emergence of Social Complexity","1","",""
"6808","33","AI in Planning an Archaeological Excavation","1","",""
"6809","33","A Resource-based Simulation: The Southampton-York Archaeological Simulation System","1","",""
"6810","33","Using Microcomputers to Teach History","3","",""
"6811","33","Using Microcomputers to Teach History, as Part of a Topical Class","1","",""
"6812","33","Using Microcomputers to Teach History, as Part of a Major","1","",""
"6813","33","Using Microcomputers to Teach History, as Part of the University Curriculum","1","",""
"6814","33","""La lexicographie francaise et l'ordinateur""","8","",""
"6815","79","Using the BYU Concordance Package","15","",""
"6816","79","""Shareware"" for Academics: An Applications Software Lab-in-a-Box","15","",""
"6817","79","Microcomputers and Electronic Publishing","15","",""
"6818","79","Italian Studies","3","",""
"6819","79","The Verdi Archive at New York University, The Computer, and the Opera AROLDO","1","",""
"6820","79","Italian Music and Lyric Poetry of the Renaissance","1","",""
"6821","79","Theoretical Models of Language","3","",""
"6822","79","Analysis of the Discourse Structure of Lyric Poetry","1","",""
"6823","79","The Structure and Computability of Analogical Argumentation","1","",""
"6824","79","Towards a game-theoretical model of natural language evolution","1","",""
"6825","79","Application of Artificial Intelligence to Texts","3","",""
"6826","79","First steps in a reflexive approach to computer-aided Literature","1","",""
"6827","79","Knowledge Based Analysis of Textual Data","1","",""
"6828","79","""Dad, How Does One Say...?"" The computer as partner in the process of learning inductively grammar-rules","1","",""
"6829","79","Retrieval of Long Texts","3","",""
"6830","79","Textual Databases, Lexical Databases and New Technologies","1","",""
"6831","79","Short Is Beautiful: Short-context disambiguation in large textual databases","1","",""
"6832","79","Correction of Phonographic Errors in Natural Language Processing","1","",""
"6833","79","Text Analysis Software","3","",""
"6834","79","Literary Analysis with TACT","1","",""
"6835","79","How we work: Implementing a model for inductive research in the humanities","1","",""
"6836","79","English Composition","3","",""
"6837","79","Computer as authoring tools: The influence of production-mode on the process and products of student-writers","1","",""
"6838","79","Teaching Composition in the Electronically ""Live"" Classroom","1","",""
"6839","79","The Dissemination of Writing in an Age of Electronic Reproduction","1","",""
"6840","79","Should we teach programming in humanities computer courses?","3","",""
"6841","79","Un programme d'aide a la collation des manuscrits","1","",""
"6842","79","Collation and Editing","3","",""
"6843","79","Problems of Multiple Text Collation with a Micro-Computer","1","",""
"6844","79","Computer-Assisted Textual Criticism of the Works of Sallust","1","",""
"6845","79","Interactive Collation on a Microcomputer: The URICA! Method","1","",""
"6846","79","Literary Analysis for the Nineties: The Next Steps in Computer-Assisted Text Research","1","",""
"6847","79","Multilinear Text Glossing and Annotation","1","",""
"6848","79","Desktop Publishing","3","",""
"6849","79","Desktop Publishing and Scholarly Editions: Possibilities and Practices","1","",""
"6850","79","Humanities Computing: A Publisher's Response","1","",""
"6851","79","Preparing Periodicals for Electronic Processing: A Feasibility Study","1","",""
"6852","79","Concordances","3","",""
"6853","79","MICRO-OCP","1","",""
"6854","79","Micro-ARRAS","1","",""
"6855","79","Interactive WATCON","1","",""
"6856","79","The Game of 3-Dimensional Life","1","",""
"6857","79","Database Management Systems","3","",""
"6858","79","Generalised database text management","1","",""
"6859","79","Beyond the Concordance: Lotus and dBase as Text Analysis Tools","1","",""
"6860","79","The Chameleon Approach: A Technique to Reach More Users","1","",""
"6861","79","Music Applications","3","",""
"6862","79","Music Representation for the Carnegie Mellon Musician's Workbench","1","",""
"6863","79","The computer score as denotational and control structure","1","",""
"6864","79","A non-traditional approach to composition: ""CUNICULI""","1","",""
"6865","79","Text Databases","3","",""
"6866","79","Software Tools and the Folklore Archive: A different perspective","1","",""
"6867","79","Using a database management system for texts to study modern Greek Karagiozis Alexander text","1","",""
"6868","79","Robert Greene: Data, concepts, and problems","1","",""
"6869","79","Applications in Logic","1","",""
"6870","79","Using CAI to increase the effectiveness of human interaction in the learning of deductive proof construction","1","",""
"6871","79","D.I. Theory - An Utopia?","1","",""
"6872","79","SYMLOG","1","",""
"6873","79","Statistical Stylistics","3","",""
"6874","79","Where have all the keywords gone?","1","",""
"6875","79","Analyse textuelle et composition syntagmatique: Application a des textes de Resolutions syndicales CGT et CGT-FO","1","",""
"6876","79","Using a tree model in textual analysis","1","",""
"6877","79","Software Support Services","3","",""
"6878","79","The OUTREACH Program: A Faculty Development Project","1","",""
"6879","79","Changing text processing packages","1","",""
"6880","79","Providing centralized support for humanities computing","1","",""
"6881","79","CAI in Music","3","",""
"6882","79","Horizontal and vertical content ordering in Maestro: A computer-assisted curriculum for music","1","",""
"6883","79","The music computer as intermediary between teacher and student","1","",""
"6884","79","An intelligent music theory tutoring system","1","",""
"6885","79","Society for Conceptual and Content Analysis by Computer","3","",""
"6887","79","Quantification of rewriting by the Brothers Grimm: a comparison of successive version of three tales","1","",""
"6888","79","Large Literary Text Data Bases and Their Arrangement Towards Analysis","1","",""
"6889","79","Integrated System of Computer-Assisted Content Analysis","1","",""
"6890","79","Progress report on quantification strategies for closure conventions in French enlightenment fiction","1","",""
"6891","79","Gobineau, Riffaterre and the ""Tic"" words: Computational thematics applied to literary criticism","1","",""
"6892","79","A comparison of inverse factor analysis and cluster analysis in finding groups of informants using linguistic variation data","1","",""
"6893","79","Conceptual analysis in a natural language interface to an expert system","1","",""
"6894","79","A hierarchic approach to modeling of an MT-database and knowledge representation","1","",""
"6895","79","English Composition","3","",""
"6896","79","A support system for commenting","1","",""
"6897","79","Research on word processing: Methods and issues","1","",""
"6898","79","Softcopy and hard: Young humanists at the computer","1","",""
"6899","79","French Studies","3","",""
"6900","79","Lexical and focal preferences in Rousseau's ""Profession de foi du vicaire savoyard"" (Book IV of Emile)","1","",""
"6901","79","Some statistics of themes in the French novel","1","",""
"6902","79","The language of Enlightened politics: The Societe de 1789 in the French Revolution","1","",""
"6903","79","Managing the most commonly-used Chinese characters","1","",""
"6904","79","Converting the Oxford Advanced Learner's Dictionary into a structured database","1","",""
"6905","79","Report on a NewOED project: A study of the history of new words in the NewOED","1","",""
"6906","79","Stylistics","3","",""
"6907","79","Euphuistic style in Robert Greene's prose","1","",""
"6908","79","Semantic patterns and structure in William Blake's The Four Zoas","1","",""
"6909","79","Shaw's dramatic style: the syntax of dominance","1","",""
"6910","79","Historical Studies","3","",""
"6911","79","The ""Federal Convention of 1787 Project"": A prototype for humanities computing","1","",""
"6912","79","The calculated confusion of ancient calendars: Greek, Roman and Seleucid","1","",""
"6913","79","Computational Linguistics","3","",""
"6914","79","The view through a language processor's mind","1","",""
"6915","79","Description of a system aimed at the automatic interpretation of non-literary texts from German into French","1","",""
"6916","79","Using machine translation for stylistic research and education","1","",""
"6917","79","NEH Funded Research. NEH and electronic publishing: Disseminating a data base on CD-ROM technology","3","",""
"6918","79","Harnessing the CD-ROM = ""Laser Disk"" for humanistic scholarship","1","",""
"6919","79","Stylistics","3","",""
"6920","79","""An ocean where each kind..."": Statistical analysis and some major determinants of literary style","1","",""
"6921","79","Patterns of Power: A Stylistic Analysis of Dialogue in Kate Chopin's The Awakening","1","",""
"6922","79","The prose style of Daniel Defoe: A computer-assisted analysis","1","",""
"6923","79","Formal Models / Content Analysis","3","",""
"6924","79","Geometrical and topographical representations in text analysis","1","",""
"6925","79","Testing and development of a system based on the two domain theory","1","",""
"6926","79","Automatic Text Typing","1","",""
"6927","79","Applied Computer Science","3","",""
"6928","79","Beyond alphanumeric information systems","1","",""
"6929","79","Computers and information management - a new undergraduate course","1","",""
"6930","79","Taxonomy of computer methods in the humanities and social sciences","1","",""
"6931","79","Stylistics","3","",""
"6932","79","Testing Reader Response","1","",""
"6933","79","The way stylized language means: Pattern matching in the Child Ballads","1","",""
"6934","79","""Deep Cases"" for literary instruction","1","",""
"6935","78","Plenary Session","8","",""
"6936","78","Computers, Humanities and the Future of Academe","8","",""
"6937","78","Encoding Methodology for the Electronic Analysis of Philosophical and Literary Texts: Some Reflections","1","",""
"6938","78","Application of Computers to Historical Data","1","",""
"6939","78","NEH, the Scholar, and the Publisher: Computerizing The Spenser Encyclopedia","1","",""
"6940","78","Reflexive Aspect of Characterization by Social Roles","1","",""
"6941","78","A Statistical Analysis of the Variation in Emotional tone in Literature","1","",""
"6942","78","The Use of the Kurzweil Optical Scanner in Textual Editing","1","",""
"6943","78","Application of CAI to Survey Courses in Humanities","1","",""
"6944","78","The Research, Development, and Application of the Q'VINCI System of Computer Assisted Language Learning","1","",""
"6945","78","A Text Data Base for Oscar Wilde's The Importance of Being Earnest","1","",""
"6946","78","Teaching Different Levels of Composition in a Microcomputer Classroom","1","",""
"6947","78","The Avery Index to Architectural Periodicals: Discussion and Demonstration of the Online Database","1","",""
"6948","78","General CAI German Exercise Program for the PC","1","",""
"6949","78","A Portable Full-Text Retrieval System","1","",""
"6950","78","Teaching Composition on the Apple Macintosh: The Graphics of Modality","1","",""
"6951","78","Solving the Problem of Printing Non-English Texts","1","",""
"6952","78","Application of Parallelism to Cognitive Theories","1","",""
"6953","78","Creative Imagination and the Electronic Image","1","",""
"6954","78","Electronic Publishing and the Humanities: An Experimental Workshop that Worked","1","",""
"6955","78","Phonology and Genre: A Computer-assisted Approach to German Literature","1","",""
"6956","78","Component Display Theory and Computer Assisted Language Instruction","1","",""
"6957","78","The Interpretation of Meaning in Machine Translation","1","",""
"6958","78","Ada, Rhetoric, and the Humanities","1","",""
"6959","78","Development of a Software Tutorial for Freshman Composition: ""Sentence Patterns""","1","",""
"6960","78","Spreadsheets for the Humanities","1","",""
"6961","78","Generative CAI and Knowledge of Language","1","",""
"6962","78","Serial-situational Practice Forms in Computer-assisted Language Instruction Without Video-components","1","",""
"6963","78","Computer Usage in the Profession of Literature: Towards a Systems Theory Analysis of a Revolution","1","",""
"6964","78","Using a Microcomputer for Parsing Text","1","",""
"6965","78","Metrical Analysis: Homer's Odyssey","1","",""
"6966","78","Introducing ETRA: A Software Package for English Teaching and Research","1","",""
"6967","78","Database for Old Icelandic Dictionaries","1","",""
"6968","78","Computer-Assisted Instruction in the Survey of British Literature","1","",""
"6969","78","A Syllabus for a Course on ""Computer Use in the Humanities""","1","",""
"6970","78","An Authoring System for the Teaching of German or Russian with the TRS-80 Color Computer","1","",""
"6971","78","The Structure of a Comparative-Historical Computerized Database: Cushistic","1","",""
"6972","78","Art History Core Videodisc Retrieval Project","1","",""
"6973","78","Two Humanities Computer Based Education Projects","1","",""
"6974","78","Computers and Composition in the Music Education Classroom: A Tool for Teaching the Cognitive Processes in Music Education","1","",""
"6975","78","Scholars and Scripts: Typesetting at Oxford University","1","",""
"6976","78","Building OMNICHRONICON: Phase III: Using Database Technology in Literary Scholarship","1","",""
"6977","78","A Unified Approach to Event-Series Representation","1","",""
"6978","78","Computers in the Humanities: Consideration for Course Design and Content","1","",""
"6979","78","Adaptive CAI for Music Teaching","1","",""
"6980","78","Standardization of Computer Keyboards and Internal Codes to Handle Russian and Other East European Languages","1","",""
"6981","78","Wordprocessors, beyond facilitating the process of composition, constitute a new critical form for viewing texts","1","",""
"6982","78","The Avery Index and the AAT: Practical Applications of a Developing Thesaurus","1","",""
"6983","78","Development of a Computerized Tibetan Glossary","1","",""
"6984","78","Finite State Syntax and Functional Complexity","1","",""
"6985","78","The Semantic Structure of Definitions and their Transformation into a Computer's Memory","1","",""
"6986","78","An Authorship Study of the Pauline Epistle","1","",""
"6987","78","Machine Translation on a Personal Computer","1","",""
"6988","78","A Computer-Based Edition of More's Utopia","1","",""
"6989","78","Ethnography and CAI Research","1","",""
"6990","78","Cataloguing Greek and Roman Art (For Classroom Use)","1","",""
"6991","78","Proposal for Common Standards in English Composition Software","1","",""
"6992","78","Dictionaries as Linguistic Data Bases","1","",""
"6993","78","Translator Aids: An Invitation for Cooperation","1","",""
"6994","78","Common Foundations on Which to Build a Discipline that Encompasses the Computer and the Humanities","1","",""
"6995","78","Use of Microcomputer in Phonetics","1","",""
"6996","78","Electronic Office Hours: Evaluating Student Papers in Literature and the Humanities","1","",""
"6997","78","Harvard Classics Computer Project: Lexicon Design for a Computer Medium","1","",""
"6998","78","Computer Conversation: Adapting the Computing Process to Conversation","1","",""
"6999","78","A Microcomputer-based Library Management and Bibliographic Information Storage System for Small Libraries","1","",""
"7000","78","Literary Semiotics and Computers: Past Practices and Future Trends","1","",""
"7001","78","Teacher-Assisted Instruction versus Machine-Assisted Instruction in English Composition","1","",""
"7002","78","Stylistic Analysis of Pascal's ""Pensees"" on a Micro","1","",""
"7003","78","Putting Together a Complete Computer System for a New Edition of Carlyle's Works","1","",""
"7004","78","Good Things in Small Packages: Computerized Language Teaching in the Liberal Arts College","1","",""
"7005","78","Teacher Involvement in Courseware Selection","1","",""
"7006","78","Teachers and Computers: Cohorts in the Composition Classroom","1","",""
"7007","78","The Significance of Computers in the Visual Arts: Artifact, Theory, and Education","1","",""
"7008","78","Rhetorical Analysis Using Computational Stylistics","1","",""
"7009","78","ESL with Interactive Videodiscs: Raiders of the Lost Ark","1","",""
"7010","78","Changes in the Information Theoretical Structure of English","1","",""
"7011","78","Edmund Ironside: A Reappraisal Appraised","1","",""
"7012","78","Enhanced Text Critiquing using a Natural Language Parser","1","",""
"7013","78","Algorithm Modelling of Aspect Dependency and Semantic Relevance from Natural Language Texts","1","",""
"7014","78","CAI in Latin Composition","1","",""
"7015","78","Demonstration of BYU Concordance for an IBM PC","1","",""
"7016","78","Does Anon = Defoe?","1","",""
"7017","78","A Set of Microcomputer Programs to aid in the Analysis of Atonal Music","1","",""
"7018","78","ACCESS: A Medium for CAI Design","1","",""
"7019","78","Lessons from Computerizing Scholarly Editions","1","",""
"7020","78","A Literary Database: ""The Novel of Slave Unrest""","1","",""
"7021","78","Some Implications of a Philosophical Analysis of Articial Intelligence","1","",""
"7022","78","Database Management for Teachers and Researchers","1","",""
"7023","78","Microcomputing with Inservice Educators","1","",""
"7024","78","A Concordance Program for the Judeo-French Corpus","1","",""
"7025","78","URICA! An Interactive Collation Scheme","1","",""
"7026","78","The Standard Generalized Markup Language for Data Base Publishing","1","",""
"7027","78","MICROARRAS","1","",""
"7028","78","A Powerful Phonostatistical Tool to Differentiate Linguistic Material","1","",""
"7029","78","GT, A Progress Report","1","",""
"7030","78","Computers, Language, Narrative","1","",""
"7031","78","Towards a Data Base of Middle Dutch Dialects on the Basis of 14th Century Charters","1","",""
"7032","78","Measures of Software Support: Putting the Prompter Off-Stage","1","",""
"7033","78","Using Microcomputer to Teach College English Composition and Vocabulary Development","1","",""
"7034","78","Automatic Text Generation: Project PROLEX","1","",""
"7035","78","Encyclopedia and Dictionary to Agnon's Works","1","",""
"7036","78","CAI and Informal Logic","1","",""
"7037","78","Text Analysis in Home or Office: UNIX-Style Programming for Low-cost CP/M and MS-DOS Microcomputers","1","",""
"7038","78","Computers in Music and Literature","1","",""
"7039","78","Prototype of CAI Listening Comprehension in ESL","1","",""
"7040","24","'Hoc adsimile est, quasi de fluvio qui aquam derivat sibi: nisi derivetur, tamen omnis ea aqua abeat in mare.' (Plautus)","8","",""
"7041","24","The Virtual Seminars Project: Creating, Using, and Evaluating On-line Teaching and Research Materials","23","",""
"7042","24","Academic Digital Libraries and Contents in Japan","23","http://web.archive.org/web/19990225151552/http://lingua.arts.klte.hu/allcach98/abst/abs53.htm",""
"7043","24","Humanities Database","3","",""
"7044","24","IATH software packages for Unicode,  image annotation, and collaborative editing","2","http://web.archive.org/web/19991003084623/http://lingua.arts.klte.hu/allcach98/abst/demo6.htm",""
"7045","24","New Developments in Glasgow: Digitised Resources for Scots  and Humanities Computing Courses","2","http://web.archive.org/web/19991003035525/http://lingua.arts.klte.hu/allcach98/abst/demo1.htm",""
"7046","24","The Software and the Complex Structure of the Computerised  Lexicographical-Terminological Database in Foreign Languages for Special  Purposes","2","http://web.archive.org/web/19991003044720/http://lingua.arts.klte.hu/allcach98/abst/demo2.htm",""
"7047","24","The Sylistic Analysis Kit","2","http://web.archive.org/web/19980716093301/http://lingua.arts.klte.hu/allcach98/abst/demo4.htm",""
"7048","24","The Sisyphus Concordancer","2","http://web.archive.org/web/19991003063148/http://lingua.arts.klte.hu/allcach98/abst/demo5.htm",""
"7049","24","MoBiDic 4, the new generation of intelligent dictionary systems by Morphologic","2","",""
"7050","24","Humanities Textual Databases Online: The Cases of TACT and FoxPro in the Digital Library","2","http://web.archive.org/web/19980716093230/http://lingua.arts.klte.hu/allcach98/abst/post5.htm",""
"7051","24","Computers and Multimedia Applications in Teaching Pronunciation","2","http://web.archive.org/web/19991003124405/http://lingua.arts.klte.hu/allcach98/abst/post1.htm",""
"7052","24","Down Time Interactive","2","http://web.archive.org/web/19991003165130/http://lingua.arts.klte.hu/allcach98/abst/post3.htm",""
"7053","24","The Application of Corpus Linguistic Methods in Medical Information Retrieval","2","http://web.archive.org/web/19991003184957/http://lingua.arts.klte.hu/allcach98/abst/post4.htm",""
"7054","24","Electronic Assessment: Students' Work in Cyberspace","2","",""
"7055","24","Computers = lonelyness","2","http://web.archive.org/web/19991003145341/http://lingua.arts.klte.hu/allcach98/abst/post2.htm",""
"7059","22","Computing in the School of English at the University of Glasgow","2","http://www2.iath.virginia.edu/ach-allc.99/proceedings/anderson.html",""
"7060","22","Development and Use of Multimedia Archives and Databases for Humanities Education","2","http://www2.iath.virginia.edu/ach-allc.99/proceedings/ashenfelter.html",""
"7061","22","Playing with the Guidelines: Topics in Text Encoding at the Women Writers Project","2","http://www2.iath.virginia.edu/ach-allc.99/proceedings/flanders-panel.html",""
"7062","22","Constructing a Parsed Corpus of Historical Portuguese[1]","2","http://www2.iath.virginia.edu/ach-allc.99/proceedings/britto.html",""
"7063","22","BNC: the World Edition, and the BNC Sampler","2","http://www2.iath.virginia.edu/ach-allc.99/proceedings/burnard.html",""
