"work_id","conference_label","conference_short_title","conference_theme_title","conference_year","conference_organizers","conference_series","conference_hosting_institutions","conference_city","conference_state","conference_country","conference_url","work_title","work_url","work_authors","work_type","parent_work_id","keywords","languages","topics"
"7349","1992 - Christ Church, Oxford","Christ Church, Oxford","","1992","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Oxford University","Oxford","England","United Kingdom","http://lists.village.virginia.edu/lists_archive/Humanist/v05/0644.html","The British National Corpus","","Jeremy Clear","panel / roundtable","","","",""
"7350","1992 - Christ Church, Oxford","Christ Church, Oxford","","1992","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Oxford University","Oxford","England","United Kingdom","http://lists.village.virginia.edu/lists_archive/Humanist/v05/0644.html","Cultural Contact and Chiming: Building an Online Community","","Boyd H. Davis;Jeutonne P. Brewer","paper","","","",""
"7351","1992 - Christ Church, Oxford","Christ Church, Oxford","","1992","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Oxford University","Oxford","England","United Kingdom","http://lists.village.virginia.edu/lists_archive/Humanist/v05/0644.html","Research tools for Modern Greek","","John B. Burke","paper","","","",""
"7352","1992 - Christ Church, Oxford","Christ Church, Oxford","","1992","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Oxford University","Oxford","England","United Kingdom","http://lists.village.virginia.edu/lists_archive/Humanist/v05/0644.html","Un ""Turbo-Analyseur"" du Francais","","Christian Delcourt","paper","","","French",""
"7353","1992 - Christ Church, Oxford","Christ Church, Oxford","","1992","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Oxford University","Oxford","England","United Kingdom","http://lists.village.virginia.edu/lists_archive/Humanist/v05/0644.html","Reading in Revolutionary Times: Book Borrowing from the Harvard College Library, 1773-1800","","Mark Olsen;Louis-Georges Harvey","paper","","","",""
"7354","1992 - Christ Church, Oxford","Christ Church, Oxford","","1992","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Oxford University","Oxford","England","United Kingdom","http://lists.village.virginia.edu/lists_archive/Humanist/v05/0644.html","The Alumni Cantabrigienses Project: Methods and Preliminary Results","","John L. Dawson","paper","","","",""
"7355","1992 - Christ Church, Oxford","Christ Church, Oxford","","1992","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Oxford University","Oxford","England","United Kingdom","http://lists.village.virginia.edu/lists_archive/Humanist/v05/0644.html","Norwegian Diachronic Database of Administrative Units","","Espen Ore","paper","","","",""
"7356","1992 - Christ Church, Oxford","Christ Church, Oxford","","1992","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Oxford University","Oxford","England","United Kingdom","http://lists.village.virginia.edu/lists_archive/Humanist/v05/0644.html","Using a Relational Database for Research on the ""Real Time"" Dimension in Acadian French","","Karin Flikeid","paper","","","",""
"7357","1992 - Christ Church, Oxford","Christ Church, Oxford","","1992","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Oxford University","Oxford","England","United Kingdom","http://lists.village.virginia.edu/lists_archive/Humanist/v05/0644.html","Outline of a Model for Lexical Databases","","Jean Veronis;Nancy Ide","paper","","","",""
"7358","1992 - Christ Church, Oxford","Christ Church, Oxford","","1992","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Oxford University","Oxford","England","United Kingdom","http://lists.village.virginia.edu/lists_archive/Humanist/v05/0644.html","BELTEXT : Une Base de Donnees sur le Francais en Belgique","","Janine Delcourt-Angelique","paper","","","French",""
"7359","1992 - Christ Church, Oxford","Christ Church, Oxford","","1992","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Oxford University","Oxford","England","United Kingdom","http://lists.village.virginia.edu/lists_archive/Humanist/v05/0644.html","A General-Purpose Hierarchical Coding Engine","","Paul Craven","paper","","","",""
"7360","1992 - Christ Church, Oxford","Christ Church, Oxford","","1992","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Oxford University","Oxford","England","United Kingdom","http://lists.village.virginia.edu/lists_archive/Humanist/v05/0644.html","The Text Encoding Initiative and German and English Lyric Verse","","David Chisholm","paper","","","",""
"7361","1992 - Christ Church, Oxford","Christ Church, Oxford","","1992","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Oxford University","Oxford","England","United Kingdom","http://lists.village.virginia.edu/lists_archive/Humanist/v05/0644.html","Extending SGML Concurrent Structures: towards a Document Type Definition for Meta-Dictionaries","","John Fought;Carol Van Ess-Dykema;Marcia Wesler;Heather Davenport","paper","","","",""
"7362","1992 - Christ Church, Oxford","Christ Church, Oxford","","1992","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Oxford University","Oxford","England","United Kingdom","http://lists.village.virginia.edu/lists_archive/Humanist/v05/0644.html","Towards the Automatic Identification of Cognitive Clusters in Free-Formed Student Databases","","Lawrence G. Hopperton;Patricia J. Probert","paper","","","",""
"7363","1992 - Christ Church, Oxford","Christ Church, Oxford","","1992","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Oxford University","Oxford","England","United Kingdom","http://lists.village.virginia.edu/lists_archive/Humanist/v05/0644.html","Automated Developmental Sentence Scoring: a Method for Evaluating Syntactic Complexity In Written Language","","Laura Barnett;Ian Ricketts;Corinne Morris","paper","","","",""
"7364","1992 - Christ Church, Oxford","Christ Church, Oxford","","1992","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Oxford University","Oxford","England","United Kingdom","http://lists.village.virginia.edu/lists_archive/Humanist/v05/0644.html","Specialized Computing for Linguistic Geography","","William A. Kretzschmar, Jr.;Jay Lee","paper","","","",""
"7365","1992 - Christ Church, Oxford","Christ Church, Oxford","","1992","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Oxford University","Oxford","England","United Kingdom","http://lists.village.virginia.edu/lists_archive/Humanist/v05/0644.html","Data Description Rule and Full-text Database for Japanese Classical Literature","","Hisashi Yasunaga","paper","","","",""
"7366","1992 - Christ Church, Oxford","Christ Church, Oxford","","1992","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Oxford University","Oxford","England","United Kingdom","http://lists.village.virginia.edu/lists_archive/Humanist/v05/0644.html","A Retrospective Database of the Annee philologique","","Dee L. Clayman","paper","","","",""
"7367","1992 - Christ Church, Oxford","Christ Church, Oxford","","1992","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Oxford University","Oxford","England","United Kingdom","http://lists.village.virginia.edu/lists_archive/Humanist/v05/0644.html","A Corpus of Italian Newspaper Language","","Elisabeth Burr","paper","","","",""
"7368","1992 - Christ Church, Oxford","Christ Church, Oxford","","1992","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Oxford University","Oxford","England","United Kingdom","http://lists.village.virginia.edu/lists_archive/Humanist/v05/0644.html","Overlapping Hierarchies of Text Objects: Refining our Notion of what Text really is","","Allen H. Renear;David Durand;Elli Mylonas","paper","","","",""
"7369","1992 - Christ Church, Oxford","Christ Church, Oxford","","1992","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Oxford University","Oxford","England","United Kingdom","http://lists.village.virginia.edu/lists_archive/Humanist/v05/0644.html","New Character-Sets and Entities: their Use in Non-Modern English Text Files","","Harry E. Gaylord","paper","","","",""
"7370","1992 - Christ Church, Oxford","Christ Church, Oxford","","1992","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Oxford University","Oxford","England","United Kingdom","http://lists.village.virginia.edu/lists_archive/Humanist/v05/0644.html","TEI still stunts Scholarship","","Gordon Neal","paper","","","",""
"7371","1992 - Christ Church, Oxford","Christ Church, Oxford","","1992","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Oxford University","Oxford","England","United Kingdom","http://lists.village.virginia.edu/lists_archive/Humanist/v05/0644.html","Have we a body?: Corpora and Metaphor","","Yorick Wilks","keynote / plenary","","","",""
"7372","1992 - Christ Church, Oxford","Christ Church, Oxford","","1992","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Oxford University","Oxford","England","United Kingdom","http://lists.village.virginia.edu/lists_archive/Humanist/v05/0644.html","Electronic Publishing","","Roy C. Flannagan","panel / roundtable","","","",""
"7373","1992 - Christ Church, Oxford","Christ Church, Oxford","","1992","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Oxford University","Oxford","England","United Kingdom","http://lists.village.virginia.edu/lists_archive/Humanist/v05/0644.html","The Pilot Project of the Electronic Peirce Consortium","","Michael Neuman;Mary Keeler;Christian Kloesel","panel / roundtable","","","",""
"7374","1992 - Christ Church, Oxford","Christ Church, Oxford","","1992","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Oxford University","Oxford","England","United Kingdom","http://lists.village.virginia.edu/lists_archive/Humanist/v05/0644.html","Electronic Texts: Policy, Acceptability, and Control","","Malcolm Brown;Susan Hockey;Anita Lowry","panel / roundtable","","","",""
"7375","1992 - Christ Church, Oxford","Christ Church, Oxford","","1992","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Oxford University","Oxford","England","United Kingdom","http://lists.village.virginia.edu/lists_archive/Humanist/v05/0644.html","Image Databases and Image Processing:  Problems and Solutions","","Marilyn Deegan;Gerhard Jaritz;ICONCLASS ICONCLASS Research Development Group","paper","","","",""
"7376","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Remarkable and Unremarkable Language","","Martin Kay","keynote / plenary","","","",""
"7377","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Computer Science and Linguistic Analysis","","Robert Oakman","multipaper session","","","",""
"7378","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Object-oriented database design for research and education in textual studies","","Kip Canfield","paper","7377","","",""
"7379","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","The logic of information","","Keith Devlin","paper","7377","","",""
"7380","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","CODER: A retrieval and hypertext system using SGML and a lexicon","","Edward A. Fox;Robert K. France;M. Prabkahar Koushik;Jenny-Lou Menezes;Qi Fan Chen;Amjad M. Daoud;J. Terry Nutter","paper","7377","","",""
"7381","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Analysis of linguistic intent","","Sylvia Candelaria de Ram","multipaper session","","","",""
"7382","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Contents and structure of the ATR bilingual database of spoken dialogues","","Terumasa Ehara;Tsuyoshi Morimoto","paper","7381","","",""
"7383","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Imperatives, speech acts and practical arguments","","Kevin Donaghy","paper","7381","","",""
"7384","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Theory Building on the computer","","Harry C. Bunt","paper","7381","","",""
"7385","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","The practicing humanist and the computer","","Eric Dahlin","multipaper session","","","",""
"7386","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Call in the USRR","","Peter Serdiukov","paper","7385","","",""
"7387","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","The Ultimate Connection: Scholars and End-Users","","Deborah Wilde","paper","7385","","",""
"7388","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Experts Systems and the Lexicon","","Gordon Dixon","multipaper session","","","",""
"7389","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","FRAMEBUILDER: A tool for computational lexicography","","Donalee H. Atardo","paper","7388","","",""
"7390","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Text Representation, Dictionary Structure, and Lexical Knowledge","","Branimir Boguraev;Mary S. Neff","paper","7388","","",""
"7391","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","First prototype of a system for the semi-automatic linking and merging of mono- and bilingual LDBS","","Elisabetta Marinai;Carol Peters;Eugenio Picchi","paper","7388","","",""
"7392","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Analysis of Style","","Joseph Rudman","multipaper session","","","",""
"7393","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Multi-dimensional analyses of author's style: some case studies from the 18th century","","Douglas Biber;Edward Finegan","paper","7392","","",""
"7394","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Vocabulary Richness and the Book of Mormon: A Stylometric Analysis of Mormon Scripture","","David I. Holmes","paper","7392","","",""
"7395","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","One Writer, Two Authors: Resolving the Polemic of Latin America's First Novel","","Estelle Irizarry","paper","7392","","",""
"7396","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Extracting the Social Context of Text","","Vicki Walsh","multipaper session","","","",""
"7398","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Cultural Theory and Computing: A Model for the Study of Anglo-Saxon Society","","Marilyn Deegan","paper","7396","","",""
"7399","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Rhetoric Disclosed: Pattern-Matching and Micro-Analysis of Corpus Materials","","Fritz-Wilhelm Neumann","paper","7396","","",""
"7400","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Modern British Literature, Reader Response Criticism, and Gender Differences","","Rosanne G. Potter","paper","7396","","",""
"7401","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Language Instruction","","Charles D Bush","multipaper session","","","",""
"7402","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Capturing Context in a Computer-Based Foreign Language Assistant","","Lori Levin;David A. Evans;Donna Gates;Laurent Delon","paper","7401","","",""
"7403","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Computer-Aided Analysis and Modelling of Second Language Performance Errors","","Greg Lessard;Michael Levison","paper","7401","","",""
"7404","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Evidence for Preferential Analysis","","Christophe Fouqueré","paper","7401","","",""
"7405","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Publishers, intellectual property rights, and the development of electronic text","","Michael Neuman","multipaper session","","","",""
"7406","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Electronic Texts, Copyright, and the Law","","Dennis Karjala","paper","7405","","",""
"7407","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Copyright and the Developer of Electronic Text","","Mark Rooks","paper","7405","","",""
"7408","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Eliminating Concerns and Assessing the Costs","","Darrell Bock","paper","7405","","",""
"7409","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Marketing Electronic Text","","Eric Calacula","paper","7405","","",""
"7410","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Understanding Plot","","Joel Goldfield","multipaper session","","","",""
"7411","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Connoted Emotion in Simplified Text: Did They Really Ruin Peter Rabbit?","","Clifford Anderson;George E. McMaster","paper","7410","","",""
"7412","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Computer Model of Thematic Story Understanding from Moral Reasoning","","John Reeves","paper","7410","","",""
"7413","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Waiting for Connections: Hypertexts, Multiplots, and the Engaged Reader","","Kathryn Sutherland","paper","7410","","",""
"7414","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Complex Text Retrieval","","Nancy Frishberg","multipaper session","","","",""
"7415","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Text Retrieval of Passages Based on Word Co-Occurrences","","Tom Horton","paper","7414","","",""
"7416","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Keyword Extraction in Japanese by Fuzzy Inference","","Takahiro Nakamura;Satoshi Aisaka","paper","7414","","",""
"7417","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Matching Personal Names in the Humanities","","Susan Siegfried","paper","7414","","",""
"7418","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Tools for Literary Analysis","","Paul Fortier","multipaper session","","","",""
"7419","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","A New Program for Interactive Collation of Large Manuscript Traditions","","Peter Robinson","paper","7418","","",""
"7420","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","The James Joyce Text Machine","","Hayward Erhlich;George Vallasi","paper","7418","","",""
"7421","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","The URICA! II Interactive Collation System","","Michael Hilton","paper","7418","","",""
"7422","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","The Programming Language Connection","","Ralph Griswold","keynote / plenary","","","",""
"7423","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Status Report on the TEI","","Susan Hockey;Lou Burnard;Michael Sperberg-McQueen","panel / roundtable","","","",""
"7424","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Artificial Intelligence Approaches to the Study of Metaphor","","Mary Dee Harris","multipaper session","","","",""
"7425","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Metaphor as Change of Representation","","Bipin Indurkhya","paper","7424","","",""
"7426","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Computer Understanding of Conventional Metaphoric Language","","James Martin","paper","7424","","",""
"7427","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","A Computer Method for Recognizing Metaphors in Sentences","","Dan Fass","paper","7424","","",""
"7428","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Metrics","","Roy Flannagan","multipaper session","","","",""
"7429","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","A Connectionist Computer Model of Poetic Meter","","Malcolm Hayward","paper","7428","","",""
"7430","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Automated Poetry Classification","","David G. Novick;Thomas A. Doehne","paper","7428","","",""
"7431","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","FRAME: A Computer Program for the Study of Phonological Equivalence","","David Chisholm;Royce Robbins","paper","7428","","",""
"7432","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Variation in Speech","","Ian Lancashire","multipaper session","","","",""
"7433","1991 - Arizona State University","Arizona State University","Making Connections","1991","ACH;ALLC","ACH/ALLC;ACH/ICCH;ALLC/EADH","Arizona State University","Tempe","Arizona","United States","http://korpus.uib.no/humfak/humdata/1-91/ach.htm","Classification of S-Postpositions in Spoken Language: Toward Speech Recognition","","Junko Hosaka;Toshiyuki Takezawa;Terumasa Ehara","paper","7432","","",""
